,cost,zone_markers,attackers_in_six_yard,file_name_entry,cluster,cluster_single_feature,kmeans_single_feature,gmm_all,gmm_single,kmeans_single
521,5.626,5,2,80.json_6,0,0,0,Man-Mark,Man-Mark,Man-Mark
522,8.596,2,0,81.json_0,0,0,0,Man-Mark,Man-Mark,Man-Mark
523,8.939,4,1,81.json_1,0,0,0,Man-Mark,Man-Mark,Man-Mark
524,8.777,4,2,82.json_0,0,0,0,Man-Mark,Man-Mark,Man-Mark
525,5.632,4,1,82.json_1,0,0,0,Man-Mark,Man-Mark,Man-Mark
526,6.822,4,1,82.json_2,0,0,0,Man-Mark,Man-Mark,Man-Mark
527,33.323,5,0,82.json_3,1,1,1,Zone,Zone,Zone
528,25.437,5,2,82.json_4,1,1,1,Zone,Zone,Zone
529,16.577,4,2,82.json_5,1,1,0,Zone,Zone,Man-Mark
530,23.396,4,1,82.json_6,1,1,1,Zone,Zone,Zone
531,5.985,2,0,83.json_0,0,0,0,Man-Mark,Man-Mark,Man-Mark
532,8.296,1,0,83.json_1,0,0,0,Man-Mark,Man-Mark,Man-Mark
533,12.037,1,0,83.json_2,0,0,0,Man-Mark,Man-Mark,Man-Mark
534,12.579,2,0,83.json_3,0,0,0,Man-Mark,Man-Mark,Man-Mark
535,8.722,2,0,83.json_4,0,0,0,Man-Mark,Man-Mark,Man-Mark
536,10.172,2,0,83.json_5,0,0,0,Man-Mark,Man-Mark,Man-Mark
537,18.832,2,0,83.json_6,1,1,1,Zone,Zone,Zone
538,9.701,3,2,84.json_0,0,0,0,Man-Mark,Man-Mark,Man-Mark
539,1.325,1,0,84.json_1,0,0,0,Man-Mark,Man-Mark,Man-Mark
540,10.643,5,0,84.json_2,1,0,0,Zone,Man-Mark,Man-Mark
541,4.085,1,0,84.json_3,0,0,0,Man-Mark,Man-Mark,Man-Mark
542,6.823,3,2,84.json_4,0,0,0,Man-Mark,Man-Mark,Man-Mark
543,8.416,4,1,84.json_5,0,0,0,Man-Mark,Man-Mark,Man-Mark
544,6.76,2,0,85.json_0,0,0,0,Man-Mark,Man-Mark,Man-Mark
545,10.679,2,0,85.json_1,0,0,0,Man-Mark,Man-Mark,Man-Mark
546,8.686,2,0,85.json_2,0,0,0,Man-Mark,Man-Mark,Man-Mark
547,9.39,2,1,85.json_3,0,0,0,Man-Mark,Man-Mark,Man-Mark
548,30.55,7,0,85.json_4,1,1,1,Zone,Zone,Zone
549,8.784,3,1,85.json_5,0,0,0,Man-Mark,Man-Mark,Man-Mark
550,34.542,4,0,85.json_6,1,1,1,Zone,Zone,Zone
551,4.184,0,4,86.json_0,1,0,0,Zone,Man-Mark,Man-Mark
552,8.268,3,1,86.json_1,0,0,0,Man-Mark,Man-Mark,Man-Mark
553,10.893,4,2,86.json_2,0,0,0,Man-Mark,Man-Mark,Man-Mark
554,9.929,4,1,86.json_3,0,0,0,Man-Mark,Man-Mark,Man-Mark
555,6.61,3,2,87.json_0,0,0,0,Man-Mark,Man-Mark,Man-Mark
556,5.655,4,1,87.json_1,0,0,0,Man-Mark,Man-Mark,Man-Mark
557,4.442,4,1,87.json_2,0,0,0,Man-Mark,Man-Mark,Man-Mark
558,9.167,5,2,88.json_0,0,0,0,Man-Mark,Man-Mark,Man-Mark
559,7.021,5,2,88.json_1,0,0,0,Man-Mark,Man-Mark,Man-Mark
560,6.348,3,1,88.json_2,0,0,0,Man-Mark,Man-Mark,Man-Mark
561,4.591,2,0,88.json_3,0,0,0,Man-Mark,Man-Mark,Man-Mark
562,6.112,4,2,88.json_4,0,0,0,Man-Mark,Man-Mark,Man-Mark
563,8.229,3,1,88.json_5,0,0,0,Man-Mark,Man-Mark,Man-Mark
564,6.473,5,2,88.json_6,0,0,0,Man-Mark,Man-Mark,Man-Mark
565,19.972,4,1,88.json_7,1,1,1,Zone,Zone,Zone
566,26.719,4,2,88.json_8,1,1,1,Zone,Zone,Zone
567,7.09,2,0,88.json_9,0,0,0,Man-Mark,Man-Mark,Man-Mark
568,15.656,4,1,89.json_0,1,1,0,Zone,Zone,Man-Mark
569,28.441,5,2,89.json_1,1,1,1,Zone,Zone,Zone
570,29.115,5,0,89.json_2,1,1,1,Zone,Zone,Zone
571,29.808,5,0,89.json_3,1,1,1,Zone,Zone,Zone
572,30.639,7,1,89.json_4,1,1,1,Zone,Zone,Zone
573,6.539,4,1,89.json_5,0,0,0,Man-Mark,Man-Mark,Man-Mark
574,24.195,4,1,89.json_6,1,1,1,Zone,Zone,Zone
575,8.842,2,0,90.json_0,0,0,0,Man-Mark,Man-Mark,Man-Mark
576,7.409,4,2,90.json_1,0,0,0,Man-Mark,Man-Mark,Man-Mark
577,11.658,4,2,90.json_2,0,0,0,Man-Mark,Man-Mark,Man-Mark
578,8.289,4,2,90.json_3,0,0,0,Man-Mark,Man-Mark,Man-Mark
579,9.586,4,1,90.json_4,0,0,0,Man-Mark,Man-Mark,Man-Mark
580,2.522,2,0,90.json_5,0,0,0,Man-Mark,Man-Mark,Man-Mark
581,7.853,3,1,92.json_0,0,0,0,Man-Mark,Man-Mark,Man-Mark
582,8.403,3,1,92.json_1,0,0,0,Man-Mark,Man-Mark,Man-Mark
583,7.58,2,1,92.json_2,0,0,0,Man-Mark,Man-Mark,Man-Mark
584,12.399,3,1,92.json_3,0,0,0,Man-Mark,Man-Mark,Man-Mark
585,8.162,2,1,92.json_4,0,0,0,Man-Mark,Man-Mark,Man-Mark
586,6.424,2,0,93.json_0,0,0,0,Man-Mark,Man-Mark,Man-Mark
587,6.587,2,0,93.json_1,0,0,0,Man-Mark,Man-Mark,Man-Mark
588,7.724,2,0,93.json_2,0,0,0,Man-Mark,Man-Mark,Man-Mark
589,17.153,3,0,93.json_3,1,1,0,Zone,Zone,Man-Mark
590,7.875,2,0,93.json_4,0,0,0,Man-Mark,Man-Mark,Man-Mark
591,10.034,2,1,94.json_0,0,0,0,Man-Mark,Man-Mark,Man-Mark
592,6.647,2,1,94.json_1,0,0,0,Man-Mark,Man-Mark,Man-Mark
593,14.351,2,1,94.json_2,1,1,0,Zone,Zone,Man-Mark
594,10.731,4,2,94.json_3,0,0,0,Man-Mark,Man-Mark,Man-Mark
595,3.982,2,0,94.json_4,0,0,0,Man-Mark,Man-Mark,Man-Mark
596,7.336,4,2,94.json_5,0,0,0,Man-Mark,Man-Mark,Man-Mark
597,9.942,4,1,94.json_6,0,0,0,Man-Mark,Man-Mark,Man-Mark
598,10.469,2,0,94.json_7,0,0,0,Man-Mark,Man-Mark,Man-Mark
599,9.001,3,1,94.json_8,0,0,0,Man-Mark,Man-Mark,Man-Mark
600,15.39,5,2,95.json_0,1,1,0,Zone,Zone,Man-Mark
601,7.513,4,1,95.json_1,0,0,0,Man-Mark,Man-Mark,Man-Mark
602,5.958,3,1,95.json_2,0,0,0,Man-Mark,Man-Mark,Man-Mark
603,6.529,2,1,95.json_3,0,0,0,Man-Mark,Man-Mark,Man-Mark
604,25.846,2,0,95.json_4,1,1,1,Zone,Zone,Zone
605,6.968,3,1,95.json_5,0,0,0,Man-Mark,Man-Mark,Man-Mark
606,8.032,4,0,96.json_0,1,0,0,Zone,Man-Mark,Man-Mark
607,9.689,4,0,96.json_1,1,0,0,Zone,Man-Mark,Man-Mark
608,7.626,6,1,96.json_2,1,0,0,Zone,Man-Mark,Man-Mark
609,4.303,4,1,97.json_0,0,0,0,Man-Mark,Man-Mark,Man-Mark
610,6.557,5,2,97.json_1,0,0,0,Man-Mark,Man-Mark,Man-Mark
611,7.354,1,0,97.json_2,0,0,0,Man-Mark,Man-Mark,Man-Mark
612,10.177,1,0,97.json_3,0,0,0,Man-Mark,Man-Mark,Man-Mark
613,7.92,5,2,97.json_4,0,0,0,Man-Mark,Man-Mark,Man-Mark
614,7.086,2,0,97.json_5,0,0,0,Man-Mark,Man-Mark,Man-Mark
615,8.606,3,1,97.json_6,0,0,0,Man-Mark,Man-Mark,Man-Mark
616,6.372,3,1,98.json_0,0,0,0,Man-Mark,Man-Mark,Man-Mark
617,11.914,3,1,98.json_1,0,0,0,Man-Mark,Man-Mark,Man-Mark
618,8.542,2,1,98.json_2,0,0,0,Man-Mark,Man-Mark,Man-Mark
619,5.456,2,0,98.json_3,0,0,0,Man-Mark,Man-Mark,Man-Mark
620,12.464,2,1,98.json_4,0,0,0,Man-Mark,Man-Mark,Man-Mark
621,7.219,2,0,99.json_0,0,0,0,Man-Mark,Man-Mark,Man-Mark
622,7.189,1,0,99.json_1,0,0,0,Man-Mark,Man-Mark,Man-Mark
623,6.743,1,0,99.json_2,0,0,0,Man-Mark,Man-Mark,Man-Mark
624,15.985,2,0,99.json_3,1,1,0,Zone,Zone,Man-Mark
625,6.266,1,0,99.json_4,0,0,0,Man-Mark,Man-Mark,Man-Mark
626,8.489,1,0,99.json_5,0,0,0,Man-Mark,Man-Mark,Man-Mark
627,6.311,2,0,99.json_6,0,0,0,Man-Mark,Man-Mark,Man-Mark
